time,vehicle_id,position,speed,lane_id,waiting_time,acceleration,distance,route_id,type_id,co2_emission,fuel_consumption,noise_emission,hc_emission,pmx_emission,nox_emission
1.0,bus0,"(183.00602842711146, 1559.3674086690944)",0.0,1210657214#1_0,0.0,0.0,0.0,!bus0!var#1,bus_bus,2775.0,891.8,67.11067064408225,0.1277,1.487,4.335
1.0,truck0,"(253.13791488508934, 1668.5801237669455)",0.0,1210657216_0,0.0,0.0,0.0,!truck0!var#1,truck_truck,1936.0,622.1,67.11067064408225,0.08609,1.483,0.1158
1.0,veh0,"(898.0157320055933, 1402.1398607535832)",0.0,-350444359_2,0.0,0.0,0.0,!veh0!var#1,veh_passenger,1521.0,493.1,55.94027641010837,0.0,0.0,0.6117
2.0,bus0,"(182.62156424029345, 1558.7682567364504)",0.711973813874647,1210657214#1_0,0.0,0.711973813874647,0.7119738138746463,!bus0!var#1,bus_bus,5944.97896274659,1910.4858015045486,71.38025172500826,0.17026628820965126,1.487680268524056,4.341105851208913
2.0,bus1,"(1348.9113010373617, 371.83754420148824)",0.0,-1424754437#0_2,0.0,0.0,0.0,!bus1!var#1,bus_bus,2775.0,891.8,67.11067064408225,0.1277,1.487,4.335
2.0,truck0,"(252.5304114178506, 1667.6346245608527)",1.1238708682940342,1210657216_0,0.0,1.1238708682940342,1.1238708682940342,!truck0!var#1,truck_truck,2669.6473834523367,857.8653056449447,73.85467265667904,0.10511052998388402,1.5367794244553956,0.3909168583390866
2.0,veh0,"(896.1017095383561, 1402.6595981468977)",1.9783105810172856,-350444359_2,0.0,1.9783105810172856,1.9783105810172854,!veh0!var#1,veh_passenger,3473.048697466956,1125.8632543388833,65.4036478632566,0.00947160324279153,0.05454641893082296,0.8030468370010827
2.0,veh1,"(1652.2806177332457, 1555.0486017934902)",0.0,31511335#1_1,0.0,0.0,0.0,!veh1!var#1,veh_passenger,1521.0,493.1,55.94027641010837,0.0,0.0,0.6117
2.0,veh2,"(184.92829130211015, 470.71902727740604)",0.0,154755071_1,0.0,0.0,0.0,!veh2!var#1,veh_passenger,1521.0,493.1,55.94027641010837,0.0,0.0,0.6117
2.0,veh3,"(1229.7677775407365, 1478.2040833147041)",0.0,23543178#1_1,0.0,0.0,0.0,!veh3!var#1,veh_passenger,1521.0,493.1,55.94027641010837,0.0,0.0,0.6117
2.0,veh4,"(129.43697775628627, 561.494912959381)",0.0,186463490_1,0.0,0.0,0.0,!veh4!var#1,veh_passenger,1521.0,493.1,55.94027641010837,0.0,0.0,0.6117
2.0,veh5,"(136.57593500429303, 867.7504691810947)",0.0,154755097_1,0.0,0.0,0.0,!veh5!var#1,veh_passenger,1521.0,493.1,55.94027641010837,0.0,0.0,0.6117
2.0,veh6,"(1140.4099999999999, 384.9065450310559)",0.0,23015856#1_1,0.0,0.0,0.0,!veh6!var#1,veh_passenger,1521.0,493.1,55.94027641010837,0.0,0.0,0.6117
