time,traffic_light_id,state,phase,phase_duration,next_switch
240.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,260.0
240.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,260.0
240.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,260.0
240.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,260.0
240.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,260.0
245.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,260.0
245.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,260.0
245.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,260.0
245.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,260.0
245.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,260.0
250.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,260.0
250.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,260.0
250.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,260.0
250.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,260.0
250.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,260.0
255.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,260.0
255.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,260.0
255.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,260.0
255.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,260.0
255.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,260.0
260.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,285.0
260.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,285.0
260.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,285.0
260.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,285.0
260.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,285.0
265.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,285.0
265.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,285.0
265.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,285.0
265.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,285.0
265.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,285.0
270.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,285.0
270.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,285.0
270.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,285.0
270.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,285.0
270.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,285.0
275.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,285.0
275.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,285.0
275.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,285.0
275.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,285.0
275.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,285.0
280.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,285.0
280.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,285.0
280.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,285.0
280.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,285.0
280.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,285.0
285.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,310.0
285.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,310.0
285.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,310.0
285.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,310.0
285.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,310.0
290.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,310.0
290.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,310.0
290.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,310.0
290.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,310.0
290.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,310.0
295.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,310.0
295.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,310.0
295.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,310.0
295.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,310.0
295.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,310.0
300.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,310.0
300.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,310.0
300.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,310.0
300.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,310.0
300.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,310.0
305.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,310.0
305.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,310.0
305.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,310.0
305.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,310.0
305.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,310.0
310.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,335.0
310.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,335.0
310.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,335.0
310.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,335.0
310.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,335.0
315.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,335.0
315.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,335.0
315.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,335.0
315.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,335.0
315.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,335.0
320.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,335.0
320.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,335.0
320.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,335.0
320.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,335.0
320.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,335.0
325.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,335.0
325.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,335.0
325.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,335.0
325.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,335.0
325.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,335.0
330.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,335.0
330.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,335.0
330.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,335.0
330.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,335.0
330.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,335.0
335.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,360.0
335.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,360.0
335.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,360.0
335.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,360.0
335.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,360.0
340.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,360.0
340.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,360.0
340.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,360.0
340.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,360.0
340.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,360.0
345.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,360.0
345.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,360.0
345.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,360.0
345.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,360.0
345.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,360.0
350.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,360.0
350.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,360.0
350.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,360.0
350.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,360.0
350.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,360.0
355.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,360.0
355.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,360.0
355.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,360.0
355.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,360.0
355.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,360.0
360.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,385.0
360.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,385.0
360.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,385.0
360.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,385.0
360.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,385.0
365.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,385.0
365.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,385.0
365.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,385.0
365.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,385.0
365.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,385.0
370.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,385.0
370.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,385.0
370.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,385.0
370.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,385.0
370.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,385.0
375.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,385.0
375.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,385.0
375.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,385.0
375.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,385.0
375.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,385.0
380.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,385.0
380.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,385.0
380.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,385.0
380.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,385.0
380.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,385.0
385.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,410.0
385.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,410.0
385.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,410.0
385.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,410.0
385.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,410.0
390.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,410.0
390.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,410.0
390.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,410.0
390.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,410.0
390.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,410.0
395.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,410.0
395.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,410.0
395.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,410.0
395.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,410.0
395.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,410.0
400.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,410.0
400.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,410.0
400.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,410.0
400.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,410.0
400.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,410.0
405.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,410.0
405.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,410.0
405.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,410.0
405.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,410.0
405.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,410.0
410.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,435.0
410.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggrrrr,1,5.0,435.0
410.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,435.0
410.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,435.0
410.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,435.0
415.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,435.0
415.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggrrrr,1,5.0,435.0
415.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,435.0
415.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,435.0
415.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,435.0
420.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,435.0
420.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggrrrr,1,5.0,435.0
420.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,435.0
420.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,435.0
420.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,435.0
425.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,435.0
425.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggrrrr,1,5.0,435.0
425.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,435.0
425.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,435.0
425.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,435.0
430.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,435.0
430.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggrrrr,1,5.0,435.0
430.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,435.0
430.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,435.0
430.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,435.0
435.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,460.0
435.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,460.0
435.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,460.0
435.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,460.0
435.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,460.0
440.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,460.0
440.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,460.0
440.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,460.0
440.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,460.0
440.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,460.0
445.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,460.0
445.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,460.0
445.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,460.0
445.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,460.0
445.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,460.0
450.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,460.0
450.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,460.0
450.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,460.0
450.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,460.0
450.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,460.0
455.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,460.0
455.0,cluster_123241924_382443557_5344542568_5546892974_#3more,yyyygggrrrrrrrrrrrrryyyyyggrrrr,2,3.0,460.0
455.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,460.0
455.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,460.0
455.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,460.0
460.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,485.0
460.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,485.0
460.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,485.0
460.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,485.0
460.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,485.0
465.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,485.0
465.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,485.0
465.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,485.0
465.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,485.0
465.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,485.0
470.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,485.0
470.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,485.0
470.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,485.0
470.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,485.0
470.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,485.0
475.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,485.0
475.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,485.0
